id,sentence,difficulty,cleaned_text
152,Je prends mon petit-déjeuner dans la cuisine.,A1,prends petitdjeuner cuisine
153,Il nous arrive de procéder de cette façon de temps en temps.,A2,arrive procder cette faon temps temps
154,"Alors qu'au cours du Paléolithique, la diffusion avait fractionné l'écoumène en petits groupes, la tendance depuis la fin de la dernière glaciation est à l'épaississement des relations dans l'Ancien Monde, par augmentation des effectifs et par tissage d'interconnexions.",C2,alors quau cours palolithique diffusion fractionn lcoumne petits groupes tendance depuis fin dernire glaciation lpaississement relations lancien monde augmentation effectifs tissage dinterconnexions
155,"Or, la croissance démographique concerne surtout les pays en voie de développement, qui connaissent aujourd'hui des problèmes de sous-alimentation et de mauvaise alimentation.",C1,or croissance dmographique concerne surtout pays voie dveloppement connaissent aujourdhui problmes sousalimentation mauvaise alimentation
156,Je suis dans ma chambre.,A1,chambre
157,Une indéniable sérénité se reflétait sur ses traits.,C2,indniable srnit refltait traits
158,Le jour de l'An correspond au 1 janvier.,A1,jour lan correspond janvier
159,"Étant féru d'art, Yves Saint Laurent a constitué, au fil des années, une importante collection d'objets précieux et de peintures qui ont inspiré certaines de ses créations.",C1,tant fru dart yves saint laurent a constitu fil annes importante collection dobjets prcieux peintures inspir certaines crations
160,Ils suivaient une sente creuse que dominait des deux côtés un talus de six pieds de haut.,C2,suivaient sente creuse dominait deux cts talus six pieds haut
161,Je ne comprends pas.,A1,comprends
162,"Mais, à partir de ce moment, elle n'écouta plus ; et le choeur des conviés, la scène d'Ashton et de son valet, le grand duo en ré majeur, tout passa pour elle dans l'éloignement, comme si les instruments fussent devenus moins sonores et les personnages plus reculés ; elle se rappelait les parties de cartes chez le pharmacien, et la promenade chez la nourrice, les lectures sous la tonnelle, les tête-à-tête au coin du feu, tout ce pauvre amour si calme et si long, si discret, si tendre, et qu'elle avait oublié cependant.",C2,partir moment ncouta plus choeur convis scne dashton valet grand duo r majeur tout passa lloignement comme si instruments devenus moins sonores personnages plus reculs rappelait parties cartes chez pharmacien promenade chez nourrice lectures sous tonnelle ttette coin feu tout pauvre amour si calme si long si discret si tendre quelle oubli cependant
163,"Et nos esprits qui reçoivent les instructions de ces organes, diversement impressionnés, comprennent, analysent et jugent comme si chacun de nous appartenait à une autre race.",C1,esprits reoivent instructions organes diversement impressionns comprennent analysent jugent comme si chacun appartenait autre race
164,"Trop concrète peut-être après le temps du rêve. Aucun terminus ne semble, pour l'écrivain, pouvoir justifier d'avoir enduré tant de souffrances, ni inciter à rompre avec le temps du vagabondage.",C2,trop concrte peuttre aprs temps rve aucun terminus semble lcrivain pouvoir justifier davoir endur tant souffrances ni inciter rompre temps vagabondage
165,"""Nous explorons la meilleure voie légale, probablement via le système interaméricain, en invoquant la déclaration des droits de l'homme de 1948"".",C1,explorons meilleure voie lgale probablement via systme interamricain invoquant dclaration droits lhomme
166,"À ce compte-là, les cours de langue au collège pourraient être profitablement remplacés par des séances de mémorisation de l'annuaire",C2,comptel cours langue collge pourraient tre profitablement remplacs sances mmorisation lannuaire
167,Je préfère un autre bijou.,A1,prfre autre bijou
168,Il n'a pas de veste,A1,na veste
169,Un autre inconvénient à cette interdiction est le risque de priver les adolescents d'un apprentissage sur l'utilisation raisonnée d'Internet et des réseaux sociaux.,B2,autre inconvnient cette interdiction risque priver adolescents dun apprentissage lutilisation raisonne dinternet rseaux sociaux
170,Le massacre est commémoré sur le drapeau de la ville de Chicago par sa première étoile rouge,B1,massacre commmor drapeau ville chicago premire toile rouge
171,Je ne trouve pas la rue du marché.,A1,trouve rue march
172,"Fruit d'une pensée élaborée depuis la Renaissance, l'individualisme est un projet de société dans lequel chacun devrait trouver les meilleures conditions de sa réalisation et de son épanouissement.",C1,fruit dune pense labore depuis renaissance lindividualisme projet socit lequel chacun devrait trouver meilleures conditions ralisation panouissement
173,"Cette année, ce n'est pas moins de 12 millions d'élèves qui ont repris le chemin de l'école.",A2,cette anne nest moins millions dlves repris chemin lcole
174,"Sébastien Granet et Hélène Lavoie, la cheffe, nous ont accueillis malgré un autobus de visiteurs qui ripaillaient",C2,sbastien granet hlne lavoie cheffe accueillis malgr autobus visiteurs ripaillaient
175,Les parents qui ont du mal à couper le cordon s'étonnent que leurs enfants préfèrent brancher leur boîte vocale et ne répondent pas à leurs appels.,B2,parents mal couper cordon stonnent leurs enfants prfrent brancher bote vocale rpondent leurs appels
176,"C'est pourquoi nous demandons aujourd'hui que le président de la République tienne sa parole et soumette, 'sans filtre', les propositions de la Convention au référendum, au parlement ou à application réglementaire directe.",C1,cest pourquoi demandons aujourdhui prsident rpublique tienne parole soumette sans filtre propositions convention rfrendum parlement application rglementaire directe
177,Je ne trouve pas mes clés de maison.,A1,trouve cls maison
178,"Les industriels polluent l'eau, l'air et les sols avec leurs produits toxiques.",B2,industriels polluent leau lair sols leurs produits toxiques
179,Il met son plus beau costume et son chapeau,B1,met plus beau costume chapeau
180,"D'abord, la dernière élection présidentielle, où le vote pour le Front national fut autant le fait des jeunes électeurs que de leurs aînés.",B2,dabord dernire lection prsidentielle o vote front national autant fait jeunes lecteurs leurs ans
181,"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soient enseignée à l'école (24 % à partir du primaire, 41 % à partir du collège).",C2,selon sondage publi mai dernier bva socit franaise sondages syntec numrique fdration professionnelle secteur informatique favorable mesure franais mme daccord programmation informatique enseigne lcole partir primaire partir collge
182,Les parents de banlieue se sont organisés pour les devoirs des enfants.,A2,parents banlieue organiss devoirs enfants
183,Vous attendîtes la surprise que vos parents vous eurent promise,C2,attendtes surprise parents promise
184,"Le duo n'a pas grand chose en commun, mis à part ses positions relativement conservatrices, qui lui vaut les foudres des progressistes.",B2,duo na grand chose commun mis part positions relativement conservatrices vaut foudres progressistes
185,"Or, sur les quelque 6 000 langues qui existent actuellement dans le monde, la moitié compte moins de 10 000 locuteurs et un quart moins de 1 000.",C1,or quelque langues existent actuellement monde moiti compte moins locuteurs quart moins
186,"Les passants semblent moins pressés, et s'attardent plus facilement devant une devanture ou dansles rayons.",B2,passants semblent moins presss sattardent plus facilement devant devanture dansles rayons
187,A qui appartient le chien qui aboie nuit et jour ?,B1,a appartient chien aboie nuit jour
188,Elle sait parler anglais et espagnol,A1,sait parler anglais espagnol
189,"Ce phénomène, c'est l'apparition d'une génération inédite.",B2,phnomne cest lapparition dune gnration indite
190,"Après l'ambiance de luxe, ici c'est comme un tranquille village",B1,aprs lambiance luxe ici cest comme tranquille village
191,"Des chiffres tirés d'une des rares enquêtes sur le sujet, réalisée en 2000 (publiée en 2001) par l'Institut de recherche sur l'économie de l'éducation auprès des parents de 2 500 enfants de l'académie.",C2,chiffres tirs dune rares enqutes sujet ralise publie linstitut recherche lconomie lducation auprs parents enfants lacadmie
192,Monet peignit ce portrait emplit de sensualité et lourd de symbolisme.,C1,monet peignit portrait emplit sensualit lourd symbolisme
193,Elle pense à lui.,A1,pense
194,"Oui, l'ouragan a touché terre la nuit dernière dans le nord du Nicaragua, il s'est ensuite étendu à plusieurs pays d'Amérique centrale",B1,oui louragan a touch terre nuit dernire nord nicaragua sest ensuite tendu plusieurs pays damrique centrale
195,Je viens d'emménager dans ma nouvelle maison,A2,viens demmenager nouvelle maison
196,"De toute façon, chacun sait que, pour choisir son logement idéal, cela peut prendre plusieurs mois.",B1,toute faon chacun sait choisir logement idal cela peut prendre plusieurs mois
197,"Parmi les habitants de la région, il y a ceux qui veulent revenir et ceux qui ne veulent pas",A2,parmi habitants rgion a ceux veulent revenir ceux veulent
198,Nous apportons des arguments experimentaux et théoriques en faveur d'un mecanisme intramoleculaire.,C2,apportons arguments experimentaux thoriques faveur dun mecanisme intramoleculaire
199,"On choisit la date, le lieu et le projet qui nous intéressent, on paye et on part !",B1,choisit date lieu projet intressent paye part
200,"Dans les campagnes, c'est différent !",A2,campagnes cest diffrent
201,Faites des groupes de trois personnes.,A1,faites groupes trois personnes
202,"La salle craquait sous les bravos ; on recommença la strette entière ; les amoureux parlaient des fleurs de leur tombe, de serments, d'exil, de fatalité, d'espérances, et quand ils poussèrent l'adieu final, Emma jeta un cri aigu, qui se confondit avec la vibration des derniers accords.",C2,salle craquait sous bravos recommena strette entire amoureux parlaient fleurs tombe serments dexil fatalit desprances quand poussrent ladieu final emma jeta cri aigu confondit vibration derniers accords
203,Le Président a promis qu'il tiendrait toutes ses promesses.,B1,prsident a promis quil tiendrait toutes promesses
204,Qu'allez-vous faire demain ?,B1,quallezvous faire demain
205,Où se trouve le supermarché?,A1,o trouve supermarch
206,"Il donna cette feuille à l'alouette, et lui ordonna de la laisser tomber sur la tête du dragon.",A2,donna cette feuille lalouette ordonna laisser tomber tte dragon
